BOLSIG+ version: 07/2024
Collision input data:
--------------------------------------------------
Ar                                                              
SigloDataBase-LXCat-04Jun2013.txt
How to reference in publications:
1) Yamabe, Buckman, and Phelps, Phys. Rev. 27, 1345 (1983). Revised Oct 1997
2) PHELPS database,http://www.lxcat.laplace.univ-tlse.fr, retrieved June 4, 2013.
 
 
 
Angular frequency / N (m3.rad/s)          0.458030E-16
Cosine of E-B field angle                  0.00000    
Gas temperature (K)                        300.000    
Excitation temperature (K)                 300.000    
Transition energy (eV)                     0.00000    
Ionization degree                          0.00000    
Gas particle density (1/m3)               0.241430E+24
Ion charge parameter                       1.00000    
Ion/neutral mass ratio                     1.00000    
Coulomb collision model                    3.00000    
Energy sharing                             1.00000    
Growth model                               1.00000    
Maxwellian mean energy (eV)                0.00000    
# of grid points                           400.000    
Precision                                 0.100000E-09
Convergence                               0.100000E-03
Maximum # of iterations                    1000.00    
Mole fraction Ar                           1.00000    
 
 
E/N (Td)      	Electric field / N (Td)                                         
0.100000	0.100000
0.120679	0.120679
0.145635	0.145635
0.175751	0.175751
0.212095	0.212095
0.255955	0.255955
0.308884	0.308884
0.372759	0.372759
0.449843	0.449843
0.542868	0.542868
0.655129	0.655129
0.790604	0.790604
0.954095	0.954095
1.15140	1.15140
1.38950	1.38950
1.67683	1.67683
2.02359	2.02359
2.44205	2.44205
2.94705	2.94705
3.55648	3.55648
4.29193	4.29193
5.17947	5.17947
6.25055	6.25055
7.54312	7.54312
9.10298	9.10298
10.9854	10.9854
13.2571	13.2571
15.9986	15.9986
19.3070	19.3070
23.2995	23.2995
28.1177	28.1177
33.9322	33.9322
40.9491	40.9491
49.4171	49.4171
59.6362	59.6362
71.9686	71.9686
86.8511	86.8511
104.811	104.811
126.486	126.486
152.642	152.642
184.207	184.207
222.300	222.300
268.270	268.270
323.746	323.746
390.694	390.694
471.487	471.487
568.987	568.987
686.649	686.649
828.643	828.643
1000.00	1000.00
 
 
E/N (Td)      	Grid type                                                       
0.100000	0.00000
0.120679	3.00000
0.145635	3.00000
0.175751	3.00000
0.212095	3.00000
0.255955	3.00000
0.308884	3.00000
0.372759	3.00000
0.449843	3.00000
0.542868	3.00000
0.655129	3.00000
0.790604	3.00000
0.954095	3.00000
1.15140	3.00000
1.38950	3.00000
1.67683	3.00000
2.02359	3.00000
2.44205	3.00000
2.94705	3.00000
3.55648	3.00000
4.29193	3.00000
5.17947	3.00000
6.25055	3.00000
7.54312	3.00000
9.10298	3.00000
10.9854	3.00000
13.2571	3.00000
15.9986	3.00000
19.3070	3.00000
23.2995	3.00000
28.1177	3.00000
33.9322	3.00000
40.9491	3.00000
49.4171	3.00000
59.6362	3.00000
71.9686	3.00000
86.8511	3.00000
104.811	3.00000
126.486	3.00000
152.642	3.00000
184.207	3.00000
222.300	3.00000
268.270	3.00000
323.746	3.00000
390.694	3.00000
471.487	3.00000
568.987	3.00000
686.649	3.00000
828.643	3.00000
1000.00	3.00000
 
 
E/N (Td)      	Maximum energy                                                  
0.100000	200.000
0.120679	3.79463
0.145635	3.79463
0.175751	3.79463
0.212095	4.53648
0.255955	4.53648
0.308884	5.42337
0.372759	5.42337
0.449843	6.48364
0.542868	6.48364
0.655129	7.75119
0.790604	7.75119
0.954095	9.26655
1.15140	9.26655
1.38950	11.0782
1.67683	11.0782
2.02359	13.2439
2.44205	13.2439
2.94705	13.2439
3.55648	15.8253
4.29193	15.8253
5.17947	15.8253
6.25055	15.8253
7.54312	18.8998
9.10298	18.8998
10.9854	18.8998
13.2571	18.8998
15.9986	18.8998
19.3070	22.5615
23.2995	22.5615
28.1177	22.5615
33.9322	26.9227
40.9491	26.9227
49.4171	26.9227
59.6362	32.1170
71.9686	32.1170
86.8511	38.3035
104.811	38.3035
126.486	45.6717
152.642	45.6717
184.207	54.4474
222.300	64.8994
268.270	77.3480
323.746	92.1744
390.694	109.833
471.487	130.865
568.987	155.914
686.649	185.748
828.643	221.281
1000.00	314.005
 
 
E/N (Td)	Mean energy (eV)
0.100000	0.788375
0.120679	0.862758
0.145635	0.946327
0.175751	1.03967
0.212095	1.14302
0.255955	1.25642
0.308884	1.38003
0.372759	1.51448
0.449843	1.66106
0.542868	1.82159
0.655129	1.99806
0.790604	2.19254
0.954095	2.40696
1.15140	2.64299
1.38950	2.90185
1.67683	3.18409
2.02359	3.48954
2.44205	3.81808
2.94705	4.16886
3.55648	4.52569
4.29193	4.83703
5.17947	5.05620
6.25055	5.19104
7.54312	5.27700
9.10298	5.34283
10.9854	5.40461
13.2571	5.47044
15.9986	5.54448
19.3070	5.62911
23.2995	5.72588
28.1177	5.83578
33.9322	5.95936
40.9491	6.09683
49.4171	6.24815
59.6362	6.41327
71.9686	6.59243
86.8511	6.78652
104.811	6.99734
126.486	7.22786
152.642	7.48260
184.207	7.76801
222.300	8.09300
268.270	8.46995
323.746	8.91581
390.694	9.45363
471.487	10.1150
568.987	10.9423
686.649	11.9930
828.643	13.3442
1000.00	15.0955
 
 
E/N (Td)	Mobility *N (1/m/V/s)
0.100000	0.164078E+26
0.120679	0.143386E+26
0.145635	0.125357E+26
0.175751	0.109546E+26
0.212095	0.956110E+25
0.255955	0.833030E+25
0.308884	0.724549E+25
0.372759	0.629445E+25
0.449843	0.546589E+25
0.542868	0.474712E+25
0.655129	0.412465E+25
0.790604	0.358530E+25
0.954095	0.311724E+25
1.15140	0.271002E+25
1.38950	0.235471E+25
1.67683	0.204374E+25
2.02359	0.177104E+25
2.44205	0.153234E+25
2.94705	0.132657E+25
3.55648	0.116363E+25
4.29193	0.106482E+25
5.17947	0.103094E+25
6.25055	0.103361E+25
7.54312	0.104529E+25
9.10298	0.105257E+25
10.9854	0.105163E+25
13.2571	0.104260E+25
15.9986	0.102682E+25
19.3070	0.100584E+25
23.2995	0.981142E+24
28.1177	0.954169E+24
33.9322	0.926271E+24
40.9491	0.898617E+24
49.4171	0.872120E+24
59.6362	0.847349E+24
71.9686	0.824531E+24
86.8511	0.803622E+24
104.811	0.784364E+24
126.486	0.766406E+24
152.642	0.749376E+24
184.207	0.732940E+24
222.300	0.716801E+24
268.270	0.700764E+24
323.746	0.684728E+24
390.694	0.668693E+24
471.487	0.652824E+24
568.987	0.637196E+24
686.649	0.621809E+24
828.643	0.606529E+24
1000.00	0.590997E+24
 
 
E/N (Td)	Re/perp mobility *N (1/m/V/s)
0.100000	0.164067E+26
0.120679	0.143379E+26
0.145635	0.125352E+26
0.175751	0.109543E+26
0.212095	0.956089E+25
0.255955	0.833016E+25
0.308884	0.724541E+25
0.372759	0.629439E+25
0.449843	0.546585E+25
0.542868	0.474710E+25
0.655129	0.412463E+25
0.790604	0.358529E+25
0.954095	0.311724E+25
1.15140	0.271001E+25
1.38950	0.235471E+25
1.67683	0.204374E+25
2.02359	0.177104E+25
2.44205	0.153234E+25
2.94705	0.132657E+25
3.55648	0.116362E+25
4.29193	0.106481E+25
5.17947	0.103092E+25
6.25055	0.103359E+25
7.54312	0.104526E+25
9.10298	0.105255E+25
10.9854	0.105161E+25
13.2571	0.104258E+25
15.9986	0.102681E+25
19.3070	0.100583E+25
23.2995	0.981134E+24
28.1177	0.954162E+24
33.9322	0.926266E+24
40.9491	0.898613E+24
49.4171	0.872116E+24
59.6362	0.847345E+24
71.9686	0.824527E+24
86.8511	0.803620E+24
104.811	0.784362E+24
126.486	0.766404E+24
152.642	0.749376E+24
184.207	0.732940E+24
222.300	0.716801E+24
268.270	0.700764E+24
323.746	0.684728E+24
390.694	0.668693E+24
471.487	0.652824E+24
568.987	0.637196E+24
686.649	0.621809E+24
828.643	0.606529E+24
1000.00	0.590997E+24
 
 
E/N (Td)	Im/Hall mobility *N (1/m/V/s)
0.100000	0.933839E+23
0.120679	0.704854E+23
0.145635	0.533077E+23
0.175751	0.403682E+23
0.212095	0.305811E+23
0.255955	0.231549E+23
0.308884	0.175133E+23
0.372759	0.132309E+23
0.449843	0.998745E+22
0.542868	0.753642E+22
0.655129	0.568715E+22
0.790604	0.429268E+22
0.954095	0.324102E+22
1.15140	0.244723E+22
1.38950	0.184743E+22
1.67683	0.139358E+22
2.02359	0.104984E+22
2.44205	0.789971E+21
2.94705	0.602374E+21
3.55648	0.514564E+21
4.29193	0.567695E+21
5.17947	0.712933E+21
6.25055	0.848013E+21
7.54312	0.921074E+21
9.10298	0.932340E+21
10.9854	0.900113E+21
13.2571	0.842388E+21
15.9986	0.772376E+21
19.3070	0.699229E+21
23.2995	0.628913E+21
28.1177	0.565270E+21
33.9322	0.510336E+21
40.9491	0.464364E+21
49.4171	0.426254E+21
59.6362	0.394071E+21
71.9686	0.365688E+21
86.8511	0.339349E+21
104.811	0.313940E+21
126.486	0.288977E+21
152.642	0.264533E+21
184.207	0.240838E+21
222.300	0.218202E+21
268.270	0.196905E+21
323.746	0.177181E+21
390.694	0.159227E+21
471.487	0.143236E+21
568.987	0.129257E+21
686.649	0.117228E+21
828.643	0.106966E+21
1000.00	0.981653E+20
 
 
E/N (Td)	Diffusion coefficient *N (1/m/s)
0.100000	0.246990E+26
0.120679	0.232083E+26
0.145635	0.218019E+26
0.175751	0.204894E+26
0.212095	0.192651E+26
0.255955	0.181260E+26
0.308884	0.170830E+26
0.372759	0.161143E+26
0.449843	0.152219E+26
0.542868	0.143984E+26
0.655129	0.136203E+26
0.790604	0.128870E+26
0.954095	0.122039E+26
1.15140	0.115721E+26
1.38950	0.109701E+26
1.67683	0.104025E+26
2.02359	0.987435E+25
2.44205	0.937858E+25
2.94705	0.891392E+25
3.55648	0.850261E+25
4.29193	0.819866E+25
5.17947	0.802969E+25
6.25055	0.795621E+25
7.54312	0.792535E+25
9.10298	0.790311E+25
10.9854	0.787516E+25
13.2571	0.783679E+25
15.9986	0.778675E+25
19.3070	0.772674E+25
23.2995	0.765753E+25
28.1177	0.758035E+25
33.9322	0.749754E+25
40.9491	0.741013E+25
49.4171	0.731891E+25
59.6362	0.722377E+25
71.9686	0.712351E+25
86.8511	0.701692E+25
104.811	0.690342E+25
126.486	0.678321E+25
152.642	0.666034E+25
184.207	0.653857E+25
222.300	0.642332E+25
268.270	0.632037E+25
323.746	0.623532E+25
390.694	0.617545E+25
471.487	0.615251E+25
568.987	0.618206E+25
686.649	0.628600E+25
828.643	0.649298E+25
1000.00	0.683661E+25
 
 
E/N (Td)	Energy mobility *N (1/m/V/s)
0.100000	0.245840E+26
0.120679	0.214919E+26
0.145635	0.187884E+26
0.175751	0.164095E+26
0.212095	0.143084E+26
0.255955	0.124527E+26
0.308884	0.108212E+26
0.372759	0.939638E+25
0.449843	0.815980E+25
0.542868	0.708953E+25
0.655129	0.616312E+25
0.790604	0.535982E+25
0.954095	0.466163E+25
1.15140	0.405305E+25
1.38950	0.352107E+25
1.67683	0.305468E+25
2.02359	0.264543E+25
2.44205	0.228769E+25
2.94705	0.197969E+25
3.55648	0.173071E+25
4.29193	0.155977E+25
5.17947	0.146583E+25
6.25055	0.142192E+25
7.54312	0.140098E+25
9.10298	0.138747E+25
10.9854	0.137451E+25
13.2571	0.135950E+25
15.9986	0.134170E+25
19.3070	0.132114E+25
23.2995	0.129817E+25
28.1177	0.127334E+25
33.9322	0.124737E+25
40.9491	0.122100E+25
49.4171	0.119498E+25
59.6362	0.116996E+25
71.9686	0.114647E+25
86.8511	0.112491E+25
104.811	0.110548E+25
126.486	0.108823E+25
152.642	0.107309E+25
184.207	0.105987E+25
222.300	0.104825E+25
268.270	0.103786E+25
323.746	0.102826E+25
390.694	0.101898E+25
471.487	0.100963E+25
568.987	0.999663E+24
686.649	0.988380E+24
828.643	0.974913E+24
1000.00	0.958231E+24
 
 
E/N (Td)	Energy diffusion coef. *N (1/m/s)
0.100000	0.184961E+26
0.120679	0.172365E+26
0.145635	0.161057E+26
0.175751	0.150963E+26
0.212095	0.141940E+26
0.255955	0.133830E+26
0.308884	0.126500E+26
0.372759	0.119771E+26
0.449843	0.113542E+26
0.542868	0.107736E+26
0.655129	0.102283E+26
0.790604	0.971650E+25
0.954095	0.923679E+25
1.15140	0.878712E+25
1.38950	0.836355E+25
1.67683	0.796348E+25
2.02359	0.758429E+25
